Chr_Scaffold	NCBI_ACC	ENS_ACC
scaffold_AADN04023608.1_chrUn	NT_478993.1	AADN04023608.1
scaffold_AADN04002214.1_chrUn	NT_464990.1	AADN04002214.1
scaffold_AADN04023610.1_chrUn	NT_478994.1	AADN04023610.1
scaffold_AADN04023611.1_chrUn	NT_478995.1	AADN04023611.1
scaffold_AADN04023612.1_chrUn	NT_478996.1	AADN04023612.1
scaffold_AADN04023613.1_chrUn	NT_478997.1	AADN04023613.1
scaffold_AADN04023614.1_chrUn	NT_478998.1	AADN04023614.1
scaffold_AADN04023615.1_chrUn	NT_478999.1	AADN04023615.1
scaffold_AADN04023616.1_chrUn	NT_479000.1	AADN04023616.1
scaffold_AADN04023617.1_chrUn	NT_479001.1	AADN04023617.1
scaffold_AADN04023618.1_chrUn	NT_479002.1	AADN04023618.1
scaffold_AADN04023619.1_chrUn	NT_479003.1	AADN04023619.1
scaffold_AADN04023620.1_chrUn	NT_479004.1	AADN04023620.1
scaffold_AADN04023621.1_chrUn	NT_479005.1	AADN04023621.1
scaffold_AADN04023622.1_chrUn	NT_479006.1	AADN04023622.1
scaffold_AADN04023624.1_chrUn	NT_479007.1	AADN04023624.1
scaffold_AADN04023625.1_chrUn	NT_479008.1	AADN04023625.1
scaffold_AADN04023626.1_chrUn	NT_479009.1	AADN04023626.1
scaffold_AADN04023627.1_chrUn	NT_479010.1	AADN04023627.1
scaffold_AADN04002215.1_chrUn	NT_464991.1	AADN04002215.1
scaffold_AADN04023628.1_chrUn	NT_479011.1	AADN04023628.1
scaffold_AADN04023629.1_chrUn	NT_479012.1	AADN04023629.1
scaffold_AADN04023630.1_chrUn	NT_479013.1	AADN04023630.1
scaffold_AADN04023631.1_chrUn	NT_479014.1	AADN04023631.1
scaffold_AADN04023632.1_chrUn	NT_479015.1	AADN04023632.1
scaffold_AADN04023633.1_chrUn	NT_479016.1	AADN04023633.1
scaffold_AADN04023634.1_chrUn	NT_479017.1	AADN04023634.1
scaffold_AADN04023635.1_chrUn	NT_479018.1	AADN04023635.1
scaffold_AADN04023636.1_chrUn	NT_479019.1	AADN04023636.1
scaffold_AADN04023637.1_chrUn	NT_479020.1	AADN04023637.1
scaffold_AADN04002216.1_chrUn	NT_464992.1	AADN04002216.1
scaffold_AADN04023638.1_chrUn	NT_479021.1	AADN04023638.1
scaffold_AADN04023639.1_chrUn	NT_479022.1	AADN04023639.1
scaffold_AADN04023640.1_chrUn	NT_479023.1	AADN04023640.1
scaffold_AADN04023641.1_chrUn	NT_479024.1	AADN04023641.1
scaffold_AADN04023642.1_chrUn	NT_479025.1	AADN04023642.1
scaffold_AADN04023644.1_chrUn	NT_479026.1	AADN04023644.1
scaffold_AADN04023645.1_chrUn	NT_479027.1	AADN04023645.1
scaffold_AADN04023646.1_chrUn	NT_479028.1	AADN04023646.1
scaffold_AADN04023647.1_chrUn	NT_479029.1	AADN04023647.1
scaffold_AADN04002217.1_chrUn	NT_464993.1	AADN04002217.1
scaffold_AADN04023648.1_chrUn	NT_479030.1	AADN04023648.1
scaffold_AADN04023649.1_chrUn	NT_479031.1	AADN04023649.1
scaffold_AADN04023650.1_chrUn	NT_479032.1	AADN04023650.1
scaffold_AADN04023651.1_chrUn	NT_479033.1	AADN04023651.1
scaffold_AADN04023652.1_chrUn	NT_479034.1	AADN04023652.1
scaffold_AADN04023653.1_chrUn	NT_479035.1	AADN04023653.1
scaffold_AADN04023655.1_chrUn	NT_479036.1	AADN04023655.1
scaffold_AADN04023656.1_chrUn	NT_479037.1	AADN04023656.1
scaffold_AADN04023657.1_chrUn	NT_479038.1	AADN04023657.1
scaffold_AADN04023658.1_chrUn	NT_479039.1	AADN04023658.1
scaffold_AADN04023659.1_chrUn	NT_479040.1	AADN04023659.1
scaffold_AADN04023660.1_chrUn	NT_479041.1	AADN04023660.1
scaffold_AADN04023661.1_chrUn	NT_479042.1	AADN04023661.1
scaffold_AADN04023662.1_chrUn	NT_479043.1	AADN04023662.1
scaffold_AADN04023663.1_chrUn	NT_479044.1	AADN04023663.1
scaffold_AADN04023664.1_chrUn	NT_479045.1	AADN04023664.1
scaffold_AADN04023665.1_chrUn	NT_479046.1	AADN04023665.1
scaffold_AADN04023666.1_chrUn	NT_479047.1	AADN04023666.1
scaffold_AADN04002219.1_chrUn	NT_464994.1	AADN04002219.1
scaffold_AADN04023667.1_chrUn	NT_479048.1	AADN04023667.1
scaffold_AADN04023668.1_chrUn	NT_479049.1	AADN04023668.1
scaffold_AADN04023669.1_chrUn	NT_479050.1	AADN04023669.1
scaffold_AADN04023670.1_chrUn	NT_479051.1	AADN04023670.1
scaffold_AADN04023671.1_chrUn	NT_479052.1	AADN04023671.1
scaffold_AADN04023672.1_chrUn	NT_479053.1	AADN04023672.1
scaffold_AADN04023673.1_chrUn	NT_479054.1	AADN04023673.1
scaffold_AADN04023674.1_chrUn	NT_479055.1	AADN04023674.1
scaffold_AADN04023675.1_chrUn	NT_479056.1	AADN04023675.1
scaffold_AADN04023676.1_chrUn	NT_479057.1	AADN04023676.1
scaffold_AADN04023677.1_chrUn	NT_479058.1	AADN04023677.1
scaffold_AADN04023678.1_chrUn	NT_479059.1	AADN04023678.1
scaffold_AADN04023679.1_chrUn	NT_479060.1	AADN04023679.1
scaffold_AADN04023681.1_chrUn	NT_479061.1	AADN04023681.1
scaffold_AADN04023682.1_chrUn	NT_479062.1	AADN04023682.1
scaffold_AADN04023684.1_chrUn	NT_479063.1	AADN04023684.1
scaffold_AADN04023686.1_chrUn	NT_479064.1	AADN04023686.1
scaffold_AADN04002220.1_chrUn	NT_464995.1	AADN04002220.1
scaffold_AADN04023687.1_chrUn	NT_479065.1	AADN04023687.1
scaffold_AADN04023688.1_chrUn	NT_479066.1	AADN04023688.1
scaffold_AADN04023689.1_chrUn	NT_479067.1	AADN04023689.1
scaffold_AADN04023690.1_chrUn	NT_479068.1	AADN04023690.1
scaffold_AADN04023691.1_chrUn	NT_479069.1	AADN04023691.1
scaffold_AADN04023692.1_chrUn	NT_479070.1	AADN04023692.1
scaffold_AADN04023693.1_chrUn	NT_479071.1	AADN04023693.1
scaffold_AADN04023694.1_chrUn	NT_479072.1	AADN04023694.1
scaffold_AADN04023695.1_chrUn	NT_479073.1	AADN04023695.1
scaffold_AADN04023696.1_chrUn	NT_479074.1	AADN04023696.1
scaffold_AADN04002221.1_chrUn	NT_464996.1	AADN04002221.1
scaffold_AADN04023697.1_chrUn	NT_479075.1	AADN04023697.1
scaffold_AADN04023698.1_chrUn	NT_479076.1	AADN04023698.1
scaffold_AADN04023699.1_chrUn	NT_479077.1	AADN04023699.1
scaffold_AADN04023701.1_chrUn	NT_479078.1	AADN04023701.1
scaffold_AADN04023702.1_chrUn	NT_479079.1	AADN04023702.1
scaffold_AADN04023703.1_chrUn	NT_479080.1	AADN04023703.1
scaffold_AADN04023704.1_chrUn	NT_479081.1	AADN04023704.1
scaffold_AADN04002222.1_chrUn	NT_464997.1	AADN04002222.1
scaffold_AADN04023706.1_chrUn	NT_479082.1	AADN04023706.1
scaffold_AADN04023707.1_chrUn	NT_479083.1	AADN04023707.1
scaffold_AADN04023708.1_chrUn	NT_479084.1	AADN04023708.1
scaffold_AADN04023709.1_chrUn	NT_479085.1	AADN04023709.1
scaffold_AADN04023710.1_chrUn	NT_479086.1	AADN04023710.1
scaffold_AADN04023711.1_chrUn	NT_479087.1	AADN04023711.1
scaffold_AADN04023712.1_chrUn	NT_479088.1	AADN04023712.1
scaffold_AADN04023713.1_chrUn	NT_479089.1	AADN04023713.1
scaffold_AADN04023714.1_chrUn	NT_479090.1	AADN04023714.1
scaffold_AADN04002223.1_chrUn	NT_464998.1	AADN04002223.1
scaffold_AADN04023715.1_chrUn	NT_479091.1	AADN04023715.1
scaffold_AADN04023716.1_chrUn	NT_479092.1	AADN04023716.1
scaffold_AADN04023717.1_chrUn	NT_479093.1	AADN04023717.1
scaffold_AADN04023718.1_chrUn	NT_479094.1	AADN04023718.1
scaffold_AADN04023719.1_chrUn	NT_479095.1	AADN04023719.1
scaffold_AADN04023720.1_chrUn	NT_479096.1	AADN04023720.1
scaffold_AADN04023721.1_chrUn	NT_479097.1	AADN04023721.1
scaffold_AADN04002224.1_chrUn	NT_464999.1	AADN04002224.1
scaffold_AADN04023724.1_chrUn	NT_479098.1	AADN04023724.1
scaffold_AADN04023725.1_chrUn	NT_479099.1	AADN04023725.1
scaffold_AADN04023726.1_chrUn	NT_479100.1	AADN04023726.1
scaffold_AADN04023727.1_chrUn	NT_479101.1	AADN04023727.1
scaffold_AADN04023728.1_chrUn	NT_479102.1	AADN04023728.1
scaffold_AADN04023729.1_chrUn	NT_479103.1	AADN04023729.1
scaffold_AADN04002225.1_chrUn	NT_465000.1	AADN04002225.1
scaffold_AADN04023733.1_chrUn	NT_479104.1	AADN04023733.1
scaffold_AADN04023734.1_chrUn	NT_479105.1	AADN04023734.1
scaffold_AADN04023735.1_chrUn	NT_479106.1	AADN04023735.1
scaffold_AADN04023736.1_chrUn	NT_479107.1	AADN04023736.1
scaffold_AADN04023737.1_chrUn	NT_479108.1	AADN04023737.1
scaffold_AADN04023738.1_chrUn	NT_479109.1	AADN04023738.1
scaffold_AADN04023739.1_chrUn	NT_479110.1	AADN04023739.1
scaffold_AADN04023740.1_chrUn	NT_479111.1	AADN04023740.1
scaffold_AADN04002226.1_chrUn	NT_465001.1	AADN04002226.1
scaffold_AADN04023741.1_chrUn	NT_479112.1	AADN04023741.1
scaffold_AADN04023742.1_chrUn	NT_479113.1	AADN04023742.1
scaffold_AADN04023743.1_chrUn	NT_479114.1	AADN04023743.1
scaffold_AADN04023744.1_chrUn	NT_479115.1	AADN04023744.1
scaffold_AADN04023746.1_chrUn	NT_479116.1	AADN04023746.1
scaffold_AADN04023747.1_chrUn	NT_479117.1	AADN04023747.1
scaffold_AADN04023748.1_chrUn	NT_479118.1	AADN04023748.1
scaffold_AADN04023749.1_chrUn	NT_479119.1	AADN04023749.1
scaffold_AADN04002227.1_chrUn	NT_465002.1	AADN04002227.1
scaffold_AADN04023750.1_chrUn	NT_479120.1	AADN04023750.1
scaffold_AADN04023751.1_chrUn	NT_479121.1	AADN04023751.1
scaffold_AADN04023752.1_chrUn	NT_479122.1	AADN04023752.1
scaffold_AADN04023753.1_chrUn	NT_479123.1	AADN04023753.1
scaffold_AADN04023754.1_chrUn	NT_479124.1	AADN04023754.1
scaffold_AADN04023755.1_chrUn	NT_479125.1	AADN04023755.1
scaffold_AADN04023756.1_chrUn	NT_479126.1	AADN04023756.1
scaffold_AADN04023757.1_chrUn	NT_479127.1	AADN04023757.1
scaffold_AADN04023758.1_chrUn	NT_479128.1	AADN04023758.1
scaffold_AADN04023759.1_chrUn	NT_479129.1	AADN04023759.1
scaffold_AADN04002228.1_chrUn	NT_465003.1	AADN04002228.1
scaffold_AADN04023760.1_chrUn	NT_479130.1	AADN04023760.1
scaffold_AADN04023761.1_chrUn	NT_479131.1	AADN04023761.1
scaffold_AADN04023762.1_chrUn	NT_479132.1	AADN04023762.1
scaffold_AADN04023763.1_chrUn	NT_479133.1	AADN04023763.1
scaffold_AADN04023764.1_chrUn	NT_479134.1	AADN04023764.1
scaffold_AADN04023765.1_chrUn	NT_479135.1	AADN04023765.1
scaffold_AADN04023766.1_chrUn	NT_479136.1	AADN04023766.1
scaffold_AADN04023767.1_chrUn	NT_479137.1	AADN04023767.1
scaffold_AADN04023769.1_chrUn	NT_479138.1	AADN04023769.1
scaffold_AADN04002229.1_chrUn	NT_465004.1	AADN04002229.1
scaffold_AADN04023770.1_chrUn	NT_479139.1	AADN04023770.1
scaffold_AADN04023771.1_chrUn	NT_479140.1	AADN04023771.1
scaffold_AADN04023772.1_chrUn	NT_479141.1	AADN04023772.1
scaffold_AADN04023773.1_chrUn	NT_479142.1	AADN04023773.1
scaffold_AADN04023774.1_chrUn	NT_479143.1	AADN04023774.1
scaffold_AADN04023775.1_chrUn	NT_479144.1	AADN04023775.1
scaffold_AADN04023776.1_chrUn	NT_479145.1	AADN04023776.1
scaffold_AADN04023777.1_chrUn	NT_479146.1	AADN04023777.1
scaffold_AADN04023778.1_chrUn	NT_479147.1	AADN04023778.1
scaffold_AADN04023779.1_chrUn	NT_479148.1	AADN04023779.1
scaffold_AADN04023780.1_chrUn	NT_479149.1	AADN04023780.1
scaffold_AADN04023781.1_chrUn	NT_479150.1	AADN04023781.1
scaffold_AADN04023782.1_chrUn	NT_479151.1	AADN04023782.1
scaffold_AADN04023784.1_chrUn	NT_479152.1	AADN04023784.1
scaffold_AADN04023785.1_chrUn	NT_479153.1	AADN04023785.1
scaffold_AADN04023786.1_chrUn	NT_479154.1	AADN04023786.1
scaffold_AADN04023787.1_chrUn	NT_479155.1	AADN04023787.1
scaffold_AADN04023788.1_chrUn	NT_479156.1	AADN04023788.1
scaffold_AADN04023789.1_chrUn	NT_479157.1	AADN04023789.1
scaffold_AADN04023790.1_chrUn	NT_479158.1	AADN04023790.1
scaffold_AADN04023791.1_chrUn	NT_479159.1	AADN04023791.1
scaffold_AADN04023792.1_chrUn	NT_479160.1	AADN04023792.1
scaffold_AADN04023793.1_chrUn	NT_479161.1	AADN04023793.1
scaffold_AADN04023794.1_chrUn	NT_479162.1	AADN04023794.1
scaffold_AADN04023795.1_chrUn	NT_479163.1	AADN04023795.1
scaffold_AADN04023796.1_chrUn	NT_479164.1	AADN04023796.1
scaffold_AADN04023797.1_chrUn	NT_479165.1	AADN04023797.1
scaffold_AADN04023798.1_chrUn	NT_479166.1	AADN04023798.1
scaffold_AADN04023799.1_chrUn	NT_479167.1	AADN04023799.1
scaffold_AADN04023800.1_chrUn	NT_479168.1	AADN04023800.1
scaffold_AADN04023801.1_chrUn	NT_479169.1	AADN04023801.1
scaffold_AADN04023802.1_chrUn	NT_479170.1	AADN04023802.1
scaffold_AADN04023803.1_chrUn	NT_479171.1	AADN04023803.1
scaffold_AADN04023804.1_chrUn	NT_479172.1	AADN04023804.1
scaffold_AADN04023805.1_chrUn	NT_479173.1	AADN04023805.1
scaffold_AADN04023806.1_chrUn	NT_479174.1	AADN04023806.1
scaffold_AADN04023807.1_chrUn	NT_479175.1	AADN04023807.1
scaffold_AADN04023808.1_chrUn	NT_479176.1	AADN04023808.1
scaffold_AADN04023809.1_chrUn	NT_479177.1	AADN04023809.1
scaffold_AADN04023810.1_chrUn	NT_479178.1	AADN04023810.1
scaffold_AADN04023811.1_chrUn	NT_479179.1	AADN04023811.1
scaffold_AADN04023812.1_chrUn	NT_479180.1	AADN04023812.1
scaffold_AADN04023813.1_chrUn	NT_479181.1	AADN04023813.1
scaffold_AADN04023814.1_chrUn	NT_479182.1	AADN04023814.1
scaffold_AADN04002232.1_chrUn	NT_465005.1	AADN04002232.1
scaffold_AADN04023816.1_chrUn	NT_479183.1	AADN04023816.1
scaffold_AADN04023817.1_chrUn	NT_479184.1	AADN04023817.1
scaffold_AADN04023818.1_chrUn	NT_479185.1	AADN04023818.1
scaffold_AADN04023819.1_chrUn	NT_479186.1	AADN04023819.1
scaffold_AADN04023820.1_chrUn	NT_479187.1	AADN04023820.1
scaffold_AADN04023821.1_chrUn	NT_479188.1	AADN04023821.1
scaffold_AADN04023822.1_chrUn	NT_479189.1	AADN04023822.1
scaffold_AADN04023823.1_chrUn	NT_479190.1	AADN04023823.1
scaffold_AADN04023824.1_chrUn	NT_479191.1	AADN04023824.1
scaffold_AADN04023825.1_chrUn	NT_479192.1	AADN04023825.1
scaffold_AADN04023826.1_chrUn	NT_479193.1	AADN04023826.1
scaffold_AADN04023827.1_chrUn	NT_479194.1	AADN04023827.1
scaffold_AADN04023828.1_chrUn	NT_479195.1	AADN04023828.1
scaffold_AADN04023829.1_chrUn	NT_479196.1	AADN04023829.1
scaffold_AADN04023830.1_chrUn	NT_479197.1	AADN04023830.1
scaffold_AADN04023832.1_chrUn	NT_479198.1	AADN04023832.1
scaffold_AADN04002234.1_chrUn	NT_465006.1	AADN04002234.1
scaffold_AADN04023834.1_chrUn	NT_479199.1	AADN04023834.1
scaffold_AADN04023835.1_chrUn	NT_479200.1	AADN04023835.1
scaffold_AADN04023836.1_chrUn	NT_479201.1	AADN04023836.1
scaffold_AADN04023837.1_chrUn	NT_479202.1	AADN04023837.1
scaffold_AADN04023838.1_chrUn	NT_479203.1	AADN04023838.1
scaffold_AADN04023839.1_chrUn	NT_479204.1	AADN04023839.1
scaffold_AADN04023841.1_chrUn	NT_479205.1	AADN04023841.1
scaffold_AADN04023842.1_chrUn	NT_479206.1	AADN04023842.1
scaffold_AADN04002235.1_chrUn	NT_465007.1	AADN04002235.1
scaffold_AADN04023843.1_chrUn	NT_479207.1	AADN04023843.1
scaffold_AADN04023844.1_chrUn	NT_479208.1	AADN04023844.1
scaffold_AADN04023846.1_chrUn	NT_479209.1	AADN04023846.1
scaffold_AADN04023847.1_chrUn	NT_479210.1	AADN04023847.1
scaffold_AADN04023848.1_chrUn	NT_479211.1	AADN04023848.1
scaffold_AADN04023849.1_chrUn	NT_479212.1	AADN04023849.1
scaffold_AADN04023850.1_chrUn	NT_479213.1	AADN04023850.1
scaffold_AADN04023851.1_chrUn	NT_479214.1	AADN04023851.1
scaffold_AADN04023852.1_chrUn	NT_479215.1	AADN04023852.1
scaffold_AADN04002236.1_chrUn	NT_465008.1	AADN04002236.1
scaffold_AADN04023853.1_chrUn	NT_479216.1	AADN04023853.1
scaffold_AADN04023854.1_chrUn	NT_479217.1	AADN04023854.1
scaffold_AADN04023855.1_chrUn	NT_479218.1	AADN04023855.1
scaffold_AADN04023856.1_chrUn	NT_479219.1	AADN04023856.1
scaffold_AADN04023857.1_chrUn	NT_479220.1	AADN04023857.1
scaffold_AADN04023858.1_chrUn	NT_479221.1	AADN04023858.1
scaffold_AADN04023859.1_chrUn	NT_479222.1	AADN04023859.1
scaffold_AADN04023860.1_chrUn	NT_479223.1	AADN04023860.1
scaffold_AADN04023861.1_chrUn	NT_479224.1	AADN04023861.1
scaffold_AADN04023862.1_chrUn	NT_479225.1	AADN04023862.1
scaffold_AADN04023863.1_chrUn	NT_479226.1	AADN04023863.1
scaffold_AADN04023864.1_chrUn	NT_479227.1	AADN04023864.1
scaffold_AADN04023865.1_chrUn	NT_479228.1	AADN04023865.1
scaffold_AADN04023866.1_chrUn	NT_479229.1	AADN04023866.1
scaffold_AADN04023867.1_chrUn	NT_479230.1	AADN04023867.1
scaffold_AADN04023868.1_chrUn	NT_479231.1	AADN04023868.1
scaffold_AADN04023869.1_chrUn	NT_479232.1	AADN04023869.1
scaffold_AADN04023870.1_chrUn	NT_479233.1	AADN04023870.1
scaffold_AADN04002237.1_chrUn	NT_465009.1	AADN04002237.1
scaffold_AADN04023871.1_chrUn	NT_479234.1	AADN04023871.1
scaffold_AADN04023872.1_chrUn	NT_479235.1	AADN04023872.1
scaffold_AADN04023873.1_chrUn	NT_479236.1	AADN04023873.1
scaffold_AADN04023874.1_chrUn	NT_479237.1	AADN04023874.1
scaffold_AADN04023875.1_chrUn	NT_479238.1	AADN04023875.1
scaffold_AADN04023876.1_chrUn	NT_479239.1	AADN04023876.1
scaffold_AADN04023877.1_chrUn	NT_479240.1	AADN04023877.1
scaffold_AADN04023878.1_chrUn	NT_479241.1	AADN04023878.1
scaffold_AADN04002238.1_chrUn	NT_465010.1	AADN04002238.1
scaffold_AADN04023879.1_chrUn	NT_479242.1	AADN04023879.1
scaffold_AADN04023880.1_chrUn	NT_479243.1	AADN04023880.1
scaffold_AADN04023881.1_chrUn	NT_479244.1	AADN04023881.1
scaffold_AADN04023882.1_chrUn	NT_479245.1	AADN04023882.1
scaffold_AADN04023883.1_chrUn	NT_479246.1	AADN04023883.1
scaffold_AADN04023884.1_chrUn	NT_479247.1	AADN04023884.1
scaffold_AADN04023886.1_chrUn	NT_479248.1	AADN04023886.1
scaffold_AADN04023887.1_chrUn	NT_479249.1	AADN04023887.1
scaffold_AADN04023888.1_chrUn	NT_479250.1	AADN04023888.1
scaffold_AADN04002239.1_chrUn	NT_465011.1	AADN04002239.1
scaffold_AADN04023889.1_chrUn	NT_479251.1	AADN04023889.1
scaffold_AADN04023890.1_chrUn	NT_479252.1	AADN04023890.1
scaffold_AADN04023891.1_chrUn	NT_479253.1	AADN04023891.1
scaffold_AADN04023892.1_chrUn	NT_479254.1	AADN04023892.1
scaffold_AADN04023893.1_chrUn	NT_479255.1	AADN04023893.1
scaffold_AADN04023894.1_chrUn	NT_479256.1	AADN04023894.1
scaffold_AADN04023895.1_chrUn	NT_479257.1	AADN04023895.1
scaffold_AADN04023896.1_chrUn	NT_479258.1	AADN04023896.1
scaffold_AADN04023897.1_chrUn	NT_479259.1	AADN04023897.1
scaffold_AADN04023898.1_chrUn	NT_479260.1	AADN04023898.1
scaffold_AADN04023899.1_chrUn	NT_479261.1	AADN04023899.1
scaffold_AADN04023900.1_chrUn	NT_479262.1	AADN04023900.1
scaffold_AADN04023901.1_chrUn	NT_479263.1	AADN04023901.1
scaffold_AADN04023902.1_chrUn	NT_479264.1	AADN04023902.1
scaffold_AADN04023903.1_chrUn	NT_479265.1	AADN04023903.1
scaffold_AADN04023904.1_chrUn	NT_479266.1	AADN04023904.1
scaffold_AADN04023905.1_chrUn	NT_479267.1	AADN04023905.1
scaffold_AADN04023906.1_chrUn	NT_479268.1	AADN04023906.1
scaffold_AADN04002241.1_chrUn	NT_465012.1	AADN04002241.1
scaffold_AADN04023907.1_chrUn	NT_479269.1	AADN04023907.1
scaffold_AADN04023908.1_chrUn	NT_479270.1	AADN04023908.1
scaffold_AADN04023909.1_chrUn	NT_479271.1	AADN04023909.1
scaffold_AADN04023910.1_chrUn	NT_479272.1	AADN04023910.1
scaffold_AADN04023911.1_chrUn	NT_479273.1	AADN04023911.1
scaffold_AADN04023912.1_chrUn	NT_479274.1	AADN04023912.1
scaffold_AADN04023913.1_chrUn	NT_479275.1	AADN04023913.1
scaffold_AADN04023915.1_chrUn	NT_479276.1	AADN04023915.1
scaffold_AADN04023917.1_chrUn	NT_479277.1	AADN04023917.1
scaffold_AADN04023918.1_chrUn	NT_479278.1	AADN04023918.1
scaffold_AADN04023919.1_chrUn	NT_479279.1	AADN04023919.1
scaffold_AADN04023920.1_chrUn	NT_479280.1	AADN04023920.1
scaffold_AADN04023921.1_chrUn	NT_479281.1	AADN04023921.1
scaffold_AADN04023922.1_chrUn	NT_479282.1	AADN04023922.1
scaffold_AADN04023923.1_chrUn	NT_479283.1	AADN04023923.1
scaffold_AADN04023924.1_chrUn	NT_479284.1	AADN04023924.1
scaffold_AADN04002242.1_chrUn	NT_465013.1	AADN04002242.1
scaffold_AADN04023926.1_chrUn	NT_479285.1	AADN04023926.1
scaffold_AADN04023927.1_chrUn	NT_479286.1	AADN04023927.1
scaffold_AADN04023928.1_chrUn	NT_479287.1	AADN04023928.1
scaffold_AADN04023929.1_chrUn	NT_479288.1	AADN04023929.1
scaffold_AADN04023930.1_chrUn	NT_479289.1	AADN04023930.1
scaffold_AADN04023932.1_chrUn	NT_479290.1	AADN04023932.1
scaffold_AADN04023933.1_chrUn	NT_479291.1	AADN04023933.1
scaffold_AADN04023934.1_chrUn	NT_479292.1	AADN04023934.1
scaffold_AADN04023935.1_chrUn	NT_479293.1	AADN04023935.1
scaffold_AADN04023936.1_chrUn	NT_479294.1	AADN04023936.1
scaffold_AADN04023937.1_chrUn	NT_479295.1	AADN04023937.1
scaffold_AADN04023938.1_chrUn	NT_479296.1	AADN04023938.1
scaffold_AADN04023939.1_chrUn	NT_479297.1	AADN04023939.1
scaffold_AADN04023940.1_chrUn	NT_479298.1	AADN04023940.1
scaffold_AADN04023941.1_chrUn	NT_479299.1	AADN04023941.1
scaffold_AADN04023942.1_chrUn	NT_479300.1	AADN04023942.1
scaffold_AADN04023943.1_chrUn	NT_479301.1	AADN04023943.1
scaffold_AADN04023944.1_chrUn	NT_479302.1	AADN04023944.1
scaffold_AADN04002243.1_chrUn	NT_465014.1	AADN04002243.1
scaffold_AADN04002244.1_chrUn	NT_465015.1	AADN04002244.1
scaffold_AADN04002245.1_chrUn	NT_465016.1	AADN04002245.1
scaffold_AADN04002246.1_chrUn	NT_465017.1	AADN04002246.1
scaffold_AADN04002247.1_chrUn	NT_465018.1	AADN04002247.1
scaffold_AADN04024023.1_chrUn	NT_479303.1	AADN04024023.1
scaffold_AADN04024032.1_chrUn	NT_479304.1	AADN04024032.1
scaffold_AADN04024036.1_chrUn	NT_479305.1	AADN04024036.1
scaffold_AADN04002251.1_chrUn	NT_465019.1	AADN04002251.1
scaffold_AADN04024039.1_chrUn	NT_479306.1	AADN04024039.1
scaffold_AADN04024053.1_chrUn	NT_479307.1	AADN04024053.1
scaffold_AADN04002253.1_chrUn	NT_465020.1	AADN04002253.1
scaffold_AADN04024067.1_chrUn	NT_479308.1	AADN04024067.1
scaffold_AADN04024068.1_chrUn	NT_479309.1	AADN04024068.1
scaffold_AADN04024070.1_chrUn	NT_479310.1	AADN04024070.1
scaffold_AADN04024081.1_chrUn	NT_479311.1	AADN04024081.1
scaffold_AADN04002255.1_chrUn	NT_465021.1	AADN04002255.1
scaffold_AADN04002257.1_chrUn	NT_465022.1	AADN04002257.1
scaffold_AADN04002258.1_chrUn	NT_465023.1	AADN04002258.1
scaffold_AADN04024128.1_chrUn	NT_479312.1	AADN04024128.1
scaffold_AADN04024129.1_chrUn	NT_479313.1	AADN04024129.1
scaffold_AADN04024130.1_chrUn	NT_479314.1	AADN04024130.1
scaffold_AADN04024131.1_chrUn	NT_479315.1	AADN04024131.1
scaffold_AADN04024132.1_chrUn	NT_479316.1	AADN04024132.1
scaffold_AADN04024133.1_chrUn	NT_479317.1	AADN04024133.1
scaffold_AADN04024134.1_chrUn	NT_479318.1	AADN04024134.1
scaffold_AADN04002259.1_chrUn	NT_465024.1	AADN04002259.1
scaffold_AADN04024135.1_chrUn	NT_479319.1	AADN04024135.1
scaffold_AADN04002260.1_chrUn	NT_465025.1	AADN04002260.1
scaffold_AADN04002261.1_chrUn	NT_465026.1	AADN04002261.1
scaffold_AADN04024153.1_chrUn	NT_479320.1	AADN04024153.1
scaffold_AADN04024168.1_chrUn	NT_479321.1	AADN04024168.1
scaffold_AADN04024169.1_chrUn	NT_479322.1	AADN04024169.1
scaffold_AADN04024170.1_chrUn	NT_479323.1	AADN04024170.1
scaffold_AADN04024171.1_chrUn	NT_479324.1	AADN04024171.1
scaffold_AADN04024172.1_chrUn	NT_479325.1	AADN04024172.1
scaffold_AADN04024181.1_chrUn	NT_479326.1	AADN04024181.1
scaffold_AADN04024193.1_chrUn	NT_479327.1	AADN04024193.1
scaffold_AADN04024202.1_chrUn	NT_479328.1	AADN04024202.1
scaffold_AADN04024203.1_chrUn	NT_479329.1	AADN04024203.1
scaffold_AADN04024209.1_chrUn	NT_479330.1	AADN04024209.1
scaffold_AADN04002267.1_chrUn	NT_465027.1	AADN04002267.1
scaffold_AADN04024213.1_chrUn	NT_479331.1	AADN04024213.1
scaffold_AADN04024214.1_chrUn	NT_479332.1	AADN04024214.1
scaffold_AADN04024216.1_chrUn	NT_479333.1	AADN04024216.1
scaffold_AADN04024217.1_chrUn	NT_479334.1	AADN04024217.1
scaffold_AADN04002268.1_chrUn	NT_465028.1	AADN04002268.1
scaffold_AADN04024222.1_chrUn	NT_479335.1	AADN04024222.1
scaffold_AADN04002269.1_chrUn	NT_465029.1	AADN04002269.1
scaffold_AADN04024240.1_chrUn	NT_479336.1	AADN04024240.1
scaffold_AADN04024245.1_chrUn	NT_479337.1	AADN04024245.1
scaffold_AADN04024250.1_chrUn	NT_479338.1	AADN04024250.1
scaffold_AADN04002271.1_chrUn	NT_465030.1	AADN04002271.1
scaffold_AADN04024269.1_chrUn	NT_479339.1	AADN04024269.1
